    a         b   Jprime  c  d   e     J   f  g    position           h                    strength         i    l   label     m    n   o    p Kprime     q   r  s    t    u  K  v
SymmetricTop Excited 106 11  4 Ground 105  5  2  15120.807655579      -               1.12488466802361E-5 0.0000 : rR100(105) : Excited v=1 106 101      E2u - Ground v=0 105 100 E2g
SymmetricTop Excited  36 11 16 Ground  35  5  8  15120.760066935      -               1.12135464162464E-5 0.0000 : pR14(35) : Excited v=1 36 13      E2u - Ground v=0 35 14 E2g
SymmetricTop Excited  97 10 10 Ground  96  4  5  15120.808666028      -               1.12111976635459E-5 0.0000 : rR83(96) : Excited v=1 97 84      E1u - Ground v=0 96 83 E1g
SymmetricTop Excited  86 10 17 Ground  85  4  9  15120.82529156       -               1.11944193805776E-5 0.0000 : rR61(85) : Excited v=1 86 62      E1u - Ground v=0 85 61 E1g
SymmetricTop Excited  96  9  5 Ground  95  3  3  15120.8097797        -               1.11634126551044E-5 0.0000 : rR81B2g(95) : Excited v=1 96 82      B2u - Ground v=0 95 81 B2g
SymmetricTop Excited  96  8  5 Ground  95  2  3  15120.8097797        -               1.11634126551044E-5 0.0000 : rR81B1g(95) : Excited v=1 96 82      B1u - Ground v=0 95 81 B1g
SymmetricTop Excited  87  9  8 Ground  86  3  4  15120.823382408      -               1.11534410923603E-5 0.0000 : rR63B2g(86) : Excited v=1 87 64      B2u - Ground v=0 86 63 B2g
SymmetricTop Excited  87  8  8 Ground  86  2  4  15120.823382408      -               1.11534410923603E-5 0.0000 : rR63B1g(86) : Excited v=1 87 64      B1u - Ground v=0 86 63 B1g
SymmetricTop Excited 111 10  1 Ground 110  4  1  15120.811537332      -               1.11481639273805E-5 0.0000 : rR109(110) : Excited v=1 111 110      E1u - Ground v=0 110 109 E1g
SymmetricTop Excited  95 10 10 Ground  94  4  5  15120.81097292       -               1.11256858028376E-5 0.0000 : rR79(94) : Excited v=1 95 80      E1u - Ground v=0 94 79 E1g
SymmetricTop Excited  88 10 16 Ground  87  4  8  15120.821552804      -               1.11202418011305E-5 0.0000 : rR65(87) : Excited v=1 88 66      E1u - Ground v=0 87 65 E1g
SymmetricTop Excited 105 11  6 Ground 104  5  3  15120.808132867      -               1.11180459769325E-5 0.0000 : rR98(104) : Excited v=1 105 99      E2u - Ground v=0 104 98 E2g
SymmetricTop Excited  94 10 12 Ground  93  4  6  15120.812245688      -               1.10977218690447E-5 0.0000 : rR77(93) : Excited v=1 94 78      E1u - Ground v=0 93 77 E1g
SymmetricTop Excited  89 10 14 Ground  88  4  7  15120.819802748      -               1.10950611342786E-5 0.0000 : rR67(88) : Excited v=1 89 68      E1u - Ground v=0 88 67 E1g
SymmetricTop Excited  93  9  6 Ground  92  3  3  15120.813598004      -               1.10792428214022E-5 0.0000 : rR75B2g(92) : Excited v=1 93 76      B2u - Ground v=0 92 75 B2g
SymmetricTop Excited  93  8  6 Ground  92  2  3  15120.813598004      -               1.10792428214022E-5 0.0000 : rR75B1g(92) : Excited v=1 93 76      B1u - Ground v=0 92 75 B1g
SymmetricTop Excited  90  9  7 Ground  89  3  4  15120.81813224       -               1.10781345158877E-5 0.0000 : rR69B2g(89) : Excited v=1 90 70      B2u - Ground v=0 89 69 B2g
SymmetricTop Excited  90  8  7 Ground  89  2  4  15120.81813224       -               1.10781345158877E-5 0.0000 : rR69B1g(89) : Excited v=1 90 70      B1u - Ground v=0 89 69 B1g
SymmetricTop Excited  92 10 13 Ground  91  4  7  15120.815029868      -               1.10699850767958E-5 0.0000 : rR73(91) : Excited v=1 92 74      E1u - Ground v=0 91 73 E1g
SymmetricTop Excited  91 10 14 Ground  90  4  7  15120.81654128       -               1.10696966985057E-5 0.0000 : rR71(90) : Excited v=1 91 72      E1u - Ground v=0 90 71 E1g
SymmetricTop Excited 104  7  3 Ground 103  1  2  15120.808689703      -               1.09998158029302E-5 0.0000 : rR96A2g(103) : Excited v=1 104 97      A2u - Ground v=0 103 96 A2g
SymmetricTop Excited 104  6  3 Ground 103  0  2  15120.808689703      -               1.09998158029302E-5 0.0000 : rR96A1g(103) : Excited v=1 104 97      A1u - Ground v=0 103 96 A1g
SymmetricTop Excited 110 10  3 Ground 109  4  2  15120.811696428      -               1.09750540283674E-5 0.0000 : rR107(109) : Excited v=1 110 108      E1u - Ground v=0 109 107 E1g
SymmetricTop Excited 103 11  6 Ground 102  5  3  15120.809326087      -               1.08936622795937E-5 0.0000 : rR94(102) : Excited v=1 103 95      E2u - Ground v=0 102 94 E2g
SymmetricTop Excited 109  9  1 Ground 108  3  1  15120.811935072      -               1.08159953317828E-5 0.0000 : rR105B2g(108) : Excited v=1 109 106      B2u - Ground v=0 108 105 B2g
SymmetricTop Excited 109  8  1 Ground 108  2  1  15120.811935072      -               1.08159953317828E-5 0.0000 : rR105B1g(108) : Excited v=1 109 106      B1u - Ground v=0 108 105 B1g
SymmetricTop Excited 102 11  7 Ground 101  5  4  15120.810042019      -               1.07991302400045E-5 0.0000 : rR92(101) : Excited v=1 102 93      E2u - Ground v=0 101 92 E2g
SymmetricTop Excited 101  7  4 Ground 100  1  2  15120.810837499      -               1.07158000747329E-5 0.0000 : rR90A2g(100) : Excited v=1 101 91      A2u - Ground v=0 100 90 A2g
SymmetricTop Excited 101  6  4 Ground 100  0  2  15120.810837499      -               1.07158000747329E-5 0.0000 : rR90A1g(100) : Excited v=1 101 91      A1u - Ground v=0 100 90 A1g
SymmetricTop Excited  39  9  9 Ground  38  3  4  15120.817825412      -               1.06707971735248E-5 0.0000 : pR15B2g(38) : Excited v=1 39 14      B2u - Ground v=0 38 15 B2g
SymmetricTop Excited  39  8  9 Ground  38  2  4  15120.817825412      -               1.06707971735248E-5 0.0000 : pR15B1g(38) : Excited v=1 39 14      B1u - Ground v=0 38 15 B1g
SymmetricTop Excited 108 10  4 Ground 107  4  2  15120.812253264      -               1.0670353927959E-5  0.0000 : rR103(107) : Excited v=1 108 104      E1u - Ground v=0 107 103 E1g
SymmetricTop Excited 100 11  8 Ground  99  5  4  15120.811712527      -               1.0643284753061E-5  0.0000 : rR88(99) : Excited v=1 100 89      E2u - Ground v=0 99 88 E2g
SymmetricTop Excited  38  8  9 Ground  37  2  4  15120.801987784      -               1.06054483188646E-5 0.0000 : pR15B1g(37) : Excited v=1 38 14      B1u - Ground v=0 37 15 B1g
SymmetricTop Excited  38  9  9 Ground  37  3  4  15120.801987784      -               1.06054483188646E-5 0.0000 : pR15B2g(37) : Excited v=1 38 14      B2u - Ground v=0 37 15 B2g
SymmetricTop Excited 113 11  1 Ground 112  5  1  15120.816413435      -               1.06018686971905E-5 0.0000 : rR112(112) : Excited v=1 113 113      E2u - Ground v=0 112 112 E2g
SymmetricTop Excited  99 11 10 Ground  98  5  5  15120.812667103      -               1.05812269916025E-5 0.0000 : rR86(98) : Excited v=1 99 87      E2u - Ground v=0 98 86 E2g
SymmetricTop Excited  33 11 15 Ground  32  5  7  15120.711599475      -               1.05420261244449E-5 0.0000 : pR14(32) : Excited v=1 33 13      E2u - Ground v=0 32 14 E2g
SymmetricTop Excited 107 10  4 Ground 106  4  2  15120.812651004      -               1.05375462299572E-5 0.0000 : rR101(106) : Excited v=1 107 102      E1u - Ground v=0 106 101 E1g
SymmetricTop Excited  98  7  5 Ground  97  1  3  15120.813701227      -               1.05292965432215E-5 0.0000 : rR84A2g(97) : Excited v=1 98 85      A2u - Ground v=0 97 84 A2g
SymmetricTop Excited  98  6  5 Ground  97  0  3  15120.813701227      -               1.05292965432215E-5 0.0000 : rR84A1g(97) : Excited v=1 98 85      A1u - Ground v=0 97 84 A1g
SymmetricTop Excited  37  9  8 Ground  36  3  4  15120.786070608      -               1.04954193482392E-5 0.0000 : pR15B2g(36) : Excited v=1 37 14      B2u - Ground v=0 36 15 B2g
SymmetricTop Excited  37  8  8 Ground  36  2  4  15120.786070608      -               1.04954193482392E-5 0.0000 : pR15B1g(36) : Excited v=1 37 14      B1u - Ground v=0 36 15 B1g
SymmetricTop Excited  97 11 10 Ground  96  5  5  15120.814814899      -               1.04871875798135E-5 0.0000 : rR82(96) : Excited v=1 97 83      E2u - Ground v=0 96 82 E2g
SymmetricTop Excited  96 11 11 Ground  95  5  6  15120.816008119      -               1.04546161428753E-5 0.0000 : rR80(95) : Excited v=1 96 81      E2u - Ground v=0 95 80 E2g
SymmetricTop Excited  90 11 15 Ground  89  5  8  15120.824837947      -               1.04456975880581E-5 0.0000 : rR68(89) : Excited v=1 90 69      E2u - Ground v=0 89 68 E2g
SymmetricTop Excited  95  6  6 Ground  94  0  3  15120.817280887      -               1.04313176358762E-5 0.0000 : rR78A1g(94) : Excited v=1 95 79      A1u - Ground v=0 94 78 A1g
SymmetricTop Excited  95  7  6 Ground  94  1  3  15120.817280887      -               1.04313176358762E-5 0.0000 : rR78A2g(94) : Excited v=1 95 79      A2u - Ground v=0 94 78 A2g
SymmetricTop Excited 112 11  2 Ground 111  5  1  15120.816492983      -               1.04278697843494E-5 0.0000 : rR110(111) : Excited v=1 112 111      E2u - Ground v=0 111 110 E2g
SymmetricTop Excited  91 11 14 Ground  90  5  7  15120.823167439      -               1.04260985622291E-5 0.0000 : rR70(90) : Excited v=1 91 71      E2u - Ground v=0 90 70 E2g
SymmetricTop Excited  94 11 12 Ground  93  5  6  15120.818633203      -               1.04170443322378E-5 0.0000 : rR76(93) : Excited v=1 94 77      E2u - Ground v=0 93 76 E2g
SymmetricTop Excited 106  8  3 Ground 105  2  2  15120.813128292      -               1.04170351170849E-5 0.0000 : rR99B1g(105) : Excited v=1 106 100      B1u - Ground v=0 105 99 B1g
SymmetricTop Excited 106  9  3 Ground 105  3  2  15120.813128292      -               1.04170351170849E-5 0.0000 : rR99B2g(105) : Excited v=1 106 100      B2u - Ground v=0 105 99 B2g
SymmetricTop Excited  92  6  7 Ground  91  0  4  15120.821576479      -               1.04146517214884E-5 0.0000 : rR72A1g(91) : Excited v=1 92 73      A1u - Ground v=0 91 72 A1g
SymmetricTop Excited  92  7  7 Ground  91  1  4  15120.821576479      -               1.04146517214884E-5 0.0000 : rR72A2g(91) : Excited v=1 92 73      A2u - Ground v=0 91 72 A2g
SymmetricTop Excited  93 11 14 Ground  92  5  7  15120.820065067      -               1.04115628722507E-5 0.0000 : rR74(92) : Excited v=1 93 75      E2u - Ground v=0 92 74 E2g
SymmetricTop Excited  36  8  8 Ground  35  2  4  15120.770073884      -               1.03390837347904E-5 0.0000 : pR15B1g(35) : Excited v=1 36 14      B1u - Ground v=0 35 15 B1g
SymmetricTop Excited  36  9  8 Ground  35  3  4  15120.770073884      -               1.03390837347904E-5 0.0000 : pR15B2g(35) : Excited v=1 36 14      B2u - Ground v=0 35 15 B2g
SymmetricTop Excited 105 10  5 Ground 104  4  3  15120.813685128      -               1.03083263632328E-5 0.0000 : rR97(104) : Excited v=1 105 98      E1u - Ground v=0 104 97 E1g
SymmetricTop Excited 111  6  1 Ground 110  0  1  15120.816652079      -               1.02676570787443E-5 0.0000 : rR108A1g(110) : Excited v=1 111 109      A1u - Ground v=0 110 108 A1g
SymmetricTop Excited 111  7  1 Ground 110  1  1  15120.816652079      -               1.02676570787443E-5 0.0000 : rR108A2g(110) : Excited v=1 111 109      A2u - Ground v=0 110 108 A2g
SymmetricTop Excited 104 10  7 Ground 103  4  4  15120.814321512      -               1.02109653174427E-5 0.0000 : rR95(103) : Excited v=1 104 96      E1u - Ground v=0 103 95 E1g
SymmetricTop Excited 103  8  3 Ground 102  2  2  15120.815037444      -               1.01245338062873E-5 0.0000 : rR93B1g(102) : Excited v=1 103 94      B1u - Ground v=0 102 93 B1g
SymmetricTop Excited 103  9  3 Ground 102  3  2  15120.815037444      -               1.01245338062873E-5 0.0000 : rR93B2g(102) : Excited v=1 103 94      B2u - Ground v=0 102 93 B2g
SymmetricTop Excited 110 11  2 Ground 109  5  1  15120.816890723      -               1.01205932274074E-5 0.0000 : rR106(109) : Excited v=1 110 107      E2u - Ground v=0 109 106 E2g
SymmetricTop Excited 102 10  8 Ground 101  4  4  15120.815832924      -               1.00486472294601E-5 0.0000 : rR91(101) : Excited v=1 102 92      E1u - Ground v=0 101 91 E1g
SymmetricTop Excited 109 11  4 Ground 108  5  2  15120.817208915      -               9.98609186947247E-6 0.0000 : rR104(108) : Excited v=1 109 105      E2u - Ground v=0 108 104 E2g
SymmetricTop Excited 101 10  8 Ground 100  4  4  15120.816707952      -               9.9829518214779E-6  0.0000 : rR89(100) : Excited v=1 101 90      E1u - Ground v=0 100 89 E1g
SymmetricTop Excited 100  9  5 Ground  99  3  3  15120.817662528      -               9.92712205359009E-6 0.0000 : rR87B2g(99) : Excited v=1 100 88      B2u - Ground v=0 99 87 B2g
SymmetricTop Excited 100  8  5 Ground  99  2  3  15120.817662528      -               9.92712205359009E-6 0.0000 : rR87B1g(99) : Excited v=1 100 88      B1u - Ground v=0 99 87 B1g
SymmetricTop Excited 114 10  2 Ground 113  4  1  15120.821329312      -               9.90780010555081E-6 0.0000 : rR113(113) : Excited v=1 114 114      E1u - Ground v=0 113 113 E1g
SymmetricTop Excited  99 10  9 Ground  98  4  5  15120.818696652      -               9.88085815089513E-6 0.0000 : rR85(98) : Excited v=1 99 86      E1u - Ground v=0 98 85 E1g
SymmetricTop Excited 108  7  2 Ground 107  1  1  15120.817606655      -               9.86361377028045E-6 0.0000 : rR102A2g(107) : Excited v=1 108 103      A2u - Ground v=0 107 102 A2g
SymmetricTop Excited 108  6  2 Ground 107  0  1  15120.817606655      -               9.86361377028045E-6 0.0000 : rR102A1g(107) : Excited v=1 108 103      A1u - Ground v=0 107 102 A1g
SymmetricTop Excited  98 10 11 Ground  97  4  6  15120.819810324      -               9.84388370028968E-6 0.0000 : rR83(97) : Excited v=1 98 84      E1u - Ground v=0 97 83 E1g
SymmetricTop Excited  38 11 15 Ground  37  5  7  15120.812034507      -               9.82383407155887E-6 0.0000 : pR16(37) : Excited v=1 38 15      E2u - Ground v=0 37 16 E2g
SymmetricTop Excited  97  9  5 Ground  96  3  3  15120.821003544      -               9.81594332522877E-6 0.0000 : rR81B2g(96) : Excited v=1 97 82      B2u - Ground v=0 96 81 B2g
SymmetricTop Excited  97  8  5 Ground  96  2  3  15120.821003544      -               9.81594332522877E-6 0.0000 : rR81B1g(96) : Excited v=1 97 82      B1u - Ground v=0 96 81 B1g
SymmetricTop Excited  96 10 12 Ground  95  4  6  15120.822276312      -               9.79680040336163E-6 0.0000 : rR79(95) : Excited v=1 96 80      E1u - Ground v=0 95 79 E1g
SymmetricTop Excited  95 10 12 Ground  94  4  6  15120.823628628      -               9.78623480292874E-6 0.0000 : rR77(94) : Excited v=1 95 78      E1u - Ground v=0 94 77 E1g
SymmetricTop Excited  94  8  7 Ground  93  2  4  15120.825060492      -               9.78404061336161E-6 0.0000 : rR75B1g(93) : Excited v=1 94 76      B1u - Ground v=0 93 75 B1g
SymmetricTop Excited  94  9  7 Ground  93  3  4  15120.825060492      -               9.78404061336161E-6 0.0000 : rR75B2g(93) : Excited v=1 94 76      B2u - Ground v=0 93 75 B2g
SymmetricTop Excited 107 11  5 Ground 106  5  3  15120.818083943      -               9.75266325490029E-6 0.0000 : rR100(106) : Excited v=1 107 101      E2u - Ground v=0 106 100 E2g
SymmetricTop Excited 113  8  1 Ground 112  2  1  15120.82140886       -               9.74673937021131E-6 0.0000 : rR111B1g(112) : Excited v=1 113 112      B1u - Ground v=0 112 111 B1g
SymmetricTop Excited 113  9  1 Ground 112  3  1  15120.82140886       -               9.74673937021131E-6 0.0000 : rR111B2g(112) : Excited v=1 113 112      B2u - Ground v=0 112 111 B2g
SymmetricTop Excited  37 11 15 Ground  36  5  7  15120.796117331      -               9.68348762221383E-6 0.0000 : pR16(36) : Excited v=1 37 15      E2u - Ground v=0 36 16 E2g
SymmetricTop Excited 106 11  6 Ground 105  5  3  15120.818640779      -               9.65278490853552E-6 0.0000 : rR98(105) : Excited v=1 106 99      E2u - Ground v=0 105 98 E2g
SymmetricTop Excited 112 10  2 Ground 111  4  1  15120.821567956      -               9.598563443064E-6   0.0000 : rR109(111) : Excited v=1 112 110      E1u - Ground v=0 111 109 E1g
SymmetricTop Excited 105  7  3 Ground 104  1  2  15120.819277163      -               9.56356051365788E-6 0.0000 : rR96A2g(104) : Excited v=1 105 97      A2u - Ground v=0 104 96 A2g
SymmetricTop Excited 105  6  3 Ground 104  0  2  15120.819277163      -               9.56356051365788E-6 0.0000 : rR96A1g(104) : Excited v=1 105 97      A1u - Ground v=0 104 96 A1g
SymmetricTop Excited  36 11 14 Ground  35  5  7  15120.780120607      -               9.49795078427235E-6 0.0000 : pR16(35) : Excited v=1 36 15      E2u - Ground v=0 35 16 E2g
SymmetricTop Excited 104 11  6 Ground 103  5  3  15120.819993095      -               9.48460619573459E-6 0.0000 : rR94(103) : Excited v=1 104 95      E2u - Ground v=0 103 94 E2g
SymmetricTop Excited 111 10  3 Ground 110  4  2  15120.8218066        -               9.46268264571525E-6 0.0000 : rR107(110) : Excited v=1 111 108      E1u - Ground v=0 110 107 E1g
SymmetricTop Excited 103 11  8 Ground 102  5  4  15120.820788575      -               9.41556975112351E-6 0.0000 : rR92(102) : Excited v=1 103 93      E2u - Ground v=0 102 92 E2g
SymmetricTop Excited 102  6  4 Ground 101  0  2  15120.821663603      -               9.35612813211721E-6 0.0000 : rR90A1g(101) : Excited v=1 102 91      A1u - Ground v=0 101 90 A1g
SymmetricTop Excited 102  7  4 Ground 101  1  2  15120.821663603      -               9.35612813211721E-6 0.0000 : rR90A2g(101) : Excited v=1 102 91      A2u - Ground v=0 101 90 A2g
SymmetricTop Excited 110  8  2 Ground 109  2  1  15120.822124792      -               9.33855497527518E-6 0.0000 : rR105B1g(109) : Excited v=1 110 106      B1u - Ground v=0 109 105 B1g
SymmetricTop Excited 110  9  2 Ground 109  3  1  15120.822124792      -               9.33855497527518E-6 0.0000 : rR105B2g(109) : Excited v=1 110 106      B2u - Ground v=0 109 105 B2g
SymmetricTop Excited 101 11  9 Ground 100  5  5  15120.822618179      -               9.30598506524238E-6 0.0000 : rR88(100) : Excited v=1 101 89      E2u - Ground v=0 100 88 E2g
SymmetricTop Excited  35 11 14 Ground  34  5  7  15120.764044335      -               9.26625772889665E-6 0.0000 : pR16(34) : Excited v=1 35 15      E2u - Ground v=0 34 16 E2g
SymmetricTop Excited 100 11 10 Ground  99  5  5  15120.823652303      -               9.26486877977509E-6 0.0000 : rR86(99) : Excited v=1 100 87      E2u - Ground v=0 99 86 E2g
SymmetricTop Excited 115  7  1 Ground 114  1  1  15120.826205415      -               9.25220822301601E-6 0.0000 : rR114A2g(114) : Excited v=1 115 115      A2u - Ground v=0 114 114 A2g
SymmetricTop Excited 115  6  1 Ground 114  0  1  15120.826205415      -               9.25220822301601E-6 0.0000 : rR114A1g(114) : Excited v=1 115 115      A1u - Ground v=0 114 114 A1g
SymmetricTop Excited  99  7  5 Ground  98  1  3  15120.824765975      -               9.23252982402729E-6 0.0000 : rR84A2g(98) : Excited v=1 99 85      A2u - Ground v=0 98 84 A2g
SymmetricTop Excited  99  6  5 Ground  98  0  3  15120.824765975      -               9.23252982402729E-6 0.0000 : rR84A1g(98) : Excited v=1 99 85      A1u - Ground v=0 98 84 A1g
SymmetricTop Excited  32  9  7 Ground  31  3  3  15120.705291508      -               9.23042196366999E-6 0.0000 : pR15B2g(31) : Excited v=1 32 14      B2u - Ground v=0 31 15 B2g
SymmetricTop Excited  32  8  7 Ground  31  2  3  15120.705291508      -               9.23042196366999E-6 0.0000 : pR15B1g(31) : Excited v=1 32 14      B1u - Ground v=0 31 15 B1g
SymmetricTop Excited 109 10  4 Ground 108  4  2  15120.822522532      -               9.22568252846224E-6 0.0000 : rR103(108) : Excited v=1 109 104      E1u - Ground v=0 108 103 E1g
SymmetricTop Excited  98 11 10 Ground  97  5  5  15120.825959195      -               9.20873894730108E-6 0.0000 : rR82(97) : Excited v=1 98 83      E2u - Ground v=0 97 82 E2g
SymmetricTop Excited 108 10  6 Ground 107  4  3  15120.82299982       -               9.12360820572111E-6 0.0000 : rR101(107) : Excited v=1 108 102      E1u - Ground v=0 107 101 E1g
SymmetricTop Excited  38 10 16 Ground  37  4  8  15120.822121004      -               9.06997234982059E-6 0.0000 : pR17(37) : Excited v=1 38 16      E1u - Ground v=0 37 17 E1g
SymmetricTop Excited 107  8  3 Ground 106  2  2  15120.823556656      -               9.03191266525072E-6 0.0000 : rR99B1g(106) : Excited v=1 107 100      B1u - Ground v=0 106 99 B1g
SymmetricTop Excited 107  9  3 Ground 106  3  2  15120.823556656      -               9.03191266525072E-6 0.0000 : rR99B2g(106) : Excited v=1 107 100      B2u - Ground v=0 106 99 B2g
SymmetricTop Excited 106 10  6 Ground 105  4  3  15120.82419304       -               8.95021149905238E-6 0.0000 : rR97(105) : Excited v=1 106 98      E1u - Ground v=0 105 97 E1g
SymmetricTop Excited  37 10 15 Ground  36  4  7  15120.806203828      -               8.90169279903239E-6 0.0000 : pR17(36) : Excited v=1 37 16      E1u - Ground v=0 36 17 E1g
SymmetricTop Excited 105 10  7 Ground 104  4  4  15120.824908972      -               8.8781526050037E-6  0.0000 : rR95(104) : Excited v=1 105 96      E1u - Ground v=0 104 95 E1g
SymmetricTop Excited 104  8  4 Ground 103  2  2  15120.825704452      -               8.8154137305618E-6  0.0000 : rR93B1g(103) : Excited v=1 104 94      B1u - Ground v=0 103 93 B1g
SymmetricTop Excited 104  9  4 Ground 103  3  2  15120.825704452      -               8.8154137305618E-6  0.0000 : rR93B2g(103) : Excited v=1 104 94      B2u - Ground v=0 103 93 B2g
SymmetricTop Excited  36 10 15 Ground  35  4  7  15120.790207104      -               8.68955841348966E-6 0.0000 : pR17(35) : Excited v=1 36 16      E1u - Ground v=0 35 17 E1g
SymmetricTop Excited  35 10 13 Ground  34  4  6  15120.774130832      -               8.43296641542414E-6 0.0000 : pR17(34) : Excited v=1 35 16      E1u - Ground v=0 34 17 E1g
SymmetricTop Excited  32 11 11 Ground  31  5  5  15120.715338231      -               8.29105087329071E-6 0.0000 : pR16(31) : Excited v=1 32 15      E2u - Ground v=0 31 16 E2g
SymmetricTop Excited  37  7  8 Ground  36  1  4  15120.816330099      -               8.14954445660889E-6 0.0000 : pR18A2g(36) : Excited v=1 37 17      A2u - Ground v=0 36 18 A2g
SymmetricTop Excited  37  6  8 Ground  36  0  4  15120.816330099      -               8.14954445660889E-6 0.0000 : pR18A1g(36) : Excited v=1 37 17      A1u - Ground v=0 36 18 A1g
SymmetricTop Excited  36  6  7 Ground  35  0  3  15120.800333375      -               7.91346418058008E-6 0.0000 : pR18A1g(35) : Excited v=1 36 17      A1u - Ground v=0 35 18 A1g
SymmetricTop Excited  36  7  7 Ground  35  1  3  15120.800333375      -               7.91346418058008E-6 0.0000 : pR18A2g(35) : Excited v=1 36 17      A2u - Ground v=0 35 18 A2g
SymmetricTop Excited  31 11 11 Ground  30  5  5  15120.698943767      -               7.87412657420609E-6 0.0000 : pR16(30) : Excited v=1 31 15      E2u - Ground v=0 30 16 E2g
SymmetricTop Excited  35  6  7 Ground  34  0  3  15120.784257103      -               7.63487824446606E-6 0.0000 : pR18A1g(34) : Excited v=1 35 17      A1u - Ground v=0 34 18 A1g
SymmetricTop Excited  35  7  7 Ground  34  1  3  15120.784257103      -               7.63487824446606E-6 0.0000 : pR18A2g(34) : Excited v=1 35 17      A2u - Ground v=0 34 18 A2g
SymmetricTop Excited  34  6  6 Ground  33  0  3  15120.768101283      -               7.3140603804114E-6  0.0000 : pR18A1g(33) : Excited v=1 34 17      A1u - Ground v=0 33 18 A1g
SymmetricTop Excited  34  7  6 Ground  33  1  3  15120.768101283      -               7.3140603804114E-6  0.0000 : pR18A2g(33) : Excited v=1 34 17      A2u - Ground v=0 33 18 A2g
SymmetricTop Excited  36 10 13 Ground  35  4  6  15120.81049942       -               7.16937544972682E-6 0.0000 : pR19(35) : Excited v=1 36 18      E1u - Ground v=0 35 19 E1g
SymmetricTop Excited  31 10 11 Ground  30  4  5  15120.709030264      -               6.96696984215753E-6 0.0000 : pR17(30) : Excited v=1 31 16      E1u - Ground v=0 30 17 E1g
SymmetricTop Excited  35 10 11 Ground  34  4  5  15120.794423148      -               6.87177539689116E-6 0.0000 : pR19(34) : Excited v=1 35 18      E1u - Ground v=0 34 19 E1g
SymmetricTop Excited  34 10 11 Ground  33  4  5  15120.778267328      -               6.53461856056954E-6 0.0000 : pR19(33) : Excited v=1 34 18      E1u - Ground v=0 33 19 E1g
SymmetricTop Excited  36 11 12 Ground  35  5  6  15120.820705239      -               6.45715339353787E-6 0.0000 : pR20(35) : Excited v=1 36 19      E2u - Ground v=0 35 20 E2g
SymmetricTop Excited  33 10 10 Ground  32  4  5  15120.76203196       -               6.15924125937783E-6 0.0000 : pR19(32) : Excited v=1 33 18      E1u - Ground v=0 32 19 E1g
SymmetricTop Excited  35 11 12 Ground  34  5  6  15120.804628967      -               6.14360938882628E-6 0.0000 : pR20(34) : Excited v=1 35 19      E2u - Ground v=0 34 20 E2g
SymmetricTop Excited  34 11 11 Ground  33  5  5  15120.788473147      -               5.7934944671817E-6  0.0000 : pR20(33) : Excited v=1 34 19      E2u - Ground v=0 33 20 E2g
SymmetricTop Excited  30  6  5 Ground  29  0  2  15120.702682523      -               5.63498040638508E-6 0.0000 : pR18A1g(29) : Excited v=1 30 17      A1u - Ground v=0 29 18 A1g
SymmetricTop Excited  30  7  5 Ground  29  1  2  15120.702682523      -               5.63498040638508E-6 0.0000 : pR18A2g(29) : Excited v=1 30 17      A2u - Ground v=0 29 18 A2g
SymmetricTop Excited  35  8  6 Ground  34  2  3  15120.81487456       -               5.45050683434398E-6 0.0000 : pR21B1g(34) : Excited v=1 35 20      B1u - Ground v=0 34 21 B1g
SymmetricTop Excited  35  9  6 Ground  34  3  3  15120.81487456       -               5.45050683434398E-6 0.0000 : pR21B2g(34) : Excited v=1 35 20      B2u - Ground v=0 34 21 B2g
SymmetricTop Excited  33 11 11 Ground  32  5  5  15120.772237779      -               5.40868402436606E-6 0.0000 : pR20(32) : Excited v=1 33 19      E2u - Ground v=0 32 20 E2g
SymmetricTop Excited  34  8  6 Ground  33  2  3  15120.79871874       -               5.09093942868754E-6 0.0000 : pR21B1g(33) : Excited v=1 34 20      B1u - Ground v=0 33 21 B1g
SymmetricTop Excited  34  9  6 Ground  33  3  3  15120.79871874       -               5.09093942868754E-6 0.0000 : pR21B2g(33) : Excited v=1 34 20      B2u - Ground v=0 33 21 B2g
SymmetricTop Excited  30 10  9 Ground  29  4  4  15120.712848568      -               4.82793157295062E-6 0.0000 : pR19(29) : Excited v=1 30 18      E1u - Ground v=0 29 19 E1g
SymmetricTop Excited  35 11 10 Ground  34  5  5  15120.825159927      -               4.79277631540321E-6 0.0000 : pR22(34) : Excited v=1 35 21      E2u - Ground v=0 34 22 E2g
SymmetricTop Excited  33  8  5 Ground  32  2  2  15120.782483372      -               4.70056498481537E-6 0.0000 : pR21B1g(32) : Excited v=1 33 20      B1u - Ground v=0 32 21 B1g
SymmetricTop Excited  33  9  5 Ground  32  3  2  15120.782483372      -               4.70056498481537E-6 0.0000 : pR21B2g(32) : Excited v=1 33 20      B2u - Ground v=0 32 21 B2g
SymmetricTop Excited  34 11  9 Ground  33  5  4  15120.809004107      -               4.42740569019541E-6 0.0000 : pR22(33) : Excited v=1 34 21      E2u - Ground v=0 33 22 E2g
SymmetricTop Excited  32  9  5 Ground  31  3  2  15120.766168456      -               4.28263855206671E-6 0.0000 : pR21B2g(31) : Excited v=1 32 20      B2u - Ground v=0 31 21 B2g
SymmetricTop Excited  32  8  5 Ground  31  2  2  15120.766168456      -               4.28263855206671E-6 0.0000 : pR21B1g(31) : Excited v=1 32 20      B1u - Ground v=0 31 21 B1g
